118,122,129,117,51,50
121,17,47,130,43,54
69,96,123,57,17,30
83,120,77,23,20,102
56,48,68,98,125,72
77,54,58,77,116,53
119,112,121,86,74,46
122,45,60,46,45,112
63,138,144,50,82,53
28,129,34,121,72,124
14,51,53,120,79,73
94,124,74,108,114,122
111,115,51,79,48,33
89,92,113,77,68,104
20,47,116,49,43,116
44,94,121,42,136,69
35,77,62,23,3,116
56,100,82,77,26,59
53,114,66,63,74,68
72,86,58,64,14,65
75,55,81,62,64,70
99,47,64,100,55,58
49,84,48,118,98,135
78,69,84,52,20,120
131,73,76,71,44,82
67,81,122,117,71,83
79,90,26,144,117,94
109,118,89,84,88,42
44,129,40,122,87,2
139,48,49,113,67,34
40,115,83,120,103,122
25,1,52,124,120,81
76,106,2,53,58,125
18,81,80,58,21,49
118,87,113,139,77,85
46,87,89,48,79,108
109,72,119,100,97,125
35,82,98,33,88,102
47,45,106,86,43,101
111,110,36,52,101,63
95,81,72,20,27,74
43,75,64,62,73,83
68,67,70,76,104,61
125,101,70,107,110,15
46,123,1,92,15,45
2,138,60,1,104,43
90,26,135,111,58,63
2,136,109,4,62,80
110,66,83,1,94,60
142,16,103,59,56,61
106,59,65,93,46,76
45,43,42,3,63,65
125,64,113,58,50,135
18,124,64,67,142,109
74,118,142,4,118,60
6,106,5,30,66,134
127,33,108,83,67,90
140,138,62,104,101,112
64,106,65,106,84,100
75,47,104,61,114,63
117,112,51,1,37,48
65,70,45,90,63,111
85,22,124,85,71,31
7,25,99,143,4,115
61,22,37,115,144,108
41,119,138,75,119,125
92,71,108,68,84,96
99,96,62,64,108,66
118,52,98,109,115,107
49,68,102,50,77,91
128,23,78,94,28,68
139,113,119,48,112,105
35,58,122,61,103,109
63,141,43,102,75,68
45,60,125,103,123,108
98,128,88,115,116,65
143,100,51,103,105,92
115,101,5,1,48,72
117,124,57,65,51,63
57,36,111,124,1,95
60,104,127,105,99,72
112,48,6,49,80,24
39,46,119,122,42,106
119,121,8,105,63,32
131,10,76,85,37,44
129,59,75,26,106,34
139,59,75,96,52,106
108,112,139,120,61,128
115,45,86,98,41,142
59,83,39,16,81,127
8,114,54,58,66,112
60,34,123,39,30,16
105,55,33,132,120,66
1,92,73,37,9,60
99,112,118,112,115,97
7,45,59,80,121,51
107,93,62,87,136,62
35,111,18,29,143,138
72,77,43,15,41,46
105,78,12,71,86,34
68,91,119,59,87,32
93,94,136,73,10,105
91,13,141,130,72,9
144,48,131,100,61,133
126,98,64,36,102,60
135,11,32,56,71,80
31,110,105,123,45,72
37,114,99,94,114,100
129,105,34,98,102,98
11,76,60,127,54,144
91,31,95,131,126,98
58,110,74,64,59,123
64,95,71,109,54,114
99,36,38,96,31,30
79,108,104,69,121,37
134,62,41,43,110,92
52,134,94,78,93,97
49,45,107,109,128,106
51,75,141,41,59,34
107,116,38,95,103,120
98,77,101,97,77,101
122,46,33,20,59,94
91,17,33,47,93,76
90,14,62,122,45,66
95,126,129,89,116,23
97,100,84,31,85,120
32,89,113,92,132,96
88,19,57,130,125,138
99,142,64,91,29,123
102,60,69,56,101,11
128,69,137,36,13,99
2,88,117,62,34,100
104,92,116,85,89,136
105,119,9,108,103,10
55,117,139,40,54,39
13,39,137,102,30,114
17,11,27,16,94,63
44,95,36,16,99,91
78,90,37,42,44,93
61,21,94,38,109,120
47,43,2,35,130,88
102,92,81,119,101,38
131,54,109,74,37,76
96,105,28,107,4,53
78,100,110,28,31,101
126,16,139,93,133,34
114,101,82,93,15,24
28,115,121,144,48,28
50,29,49,102,82,1
113,94,115,33,89,103
129,117,32,37,75,50
83,53,129,113,34,132
129,74,3,48,29,97
67,110,15,127,104,80
89,106,2,29,87,99
58,48,144,118,92,138
70,90,16,59,133,139
18,27,31,113,96,11
96,97,100,46,18,14
9,119,12,119,35,96
89,35,135,94,46,38
129,88,28,123,85,135
8,110,116,54,31,41
88,46,98,38,56,14
26,85,87,36,92,18
108,129,110,97,130,39
42,62,89,24,46,77
56,41,21,144,88,126
128,67,41,48,129,1
103,109,34,123,134,116
107,95,116,30,126,12
68,130,93,83,41,87
104,70,36,131,10,128
102,88,21,19,93,30
129,55,25,51,137,84
113,73,121,143,90,113
28,135,107,19,137,2
136,108,56,63,126,40
39,95,127,90,3,127
79,57,9,125,13,39
52,47,33,29,49,32
42,110,93,86,96,38
21,89,22,124,4,14
144,27,66,118,125,137
131,137,129,140,112,124
81,99,138,23,103,27
134,38,11,40,66,65
144,12,35,128,19,90
131,15,119,79,103,90
51,142,9,45,16,36
82,83,12,141,31,19
13,10,45,5,110,132
126,73,107,100,34,44
86,144,15,86,24,69
143,61,116,2,131,141
21,104,30,110,28,141
33,99,24,88,31,25
31,126,21,85,144,104
142,79,91,133,28,10
99,43,127,95,91,31
13,143,137,122,54,107
88,26,29,6,34,30
82,21,22,26,24,17
130,3,83,22,20,85
8,40,84,133,143,137
81,28,30,134,135,86
47,103,14,41,43,18
113,32,142,132,25,70
134,2,60,27,20,141
12,141,144,2,84,111
25,59,127,52,126,79
19,136,128,84,144,16
62,30,85,20,2,19
104,67,113,136,140,4
96,30,141,7,27,39
61,27,136,14,31,130
66,140,15,130,4,35
64,82,39,44,142,2
1,22,97,61,59,51
67,17,142,67,10,133
119,28,126,72,132,44
79,5,23,46,123,133
28,33,143,136,12,19
138,11,88,144,143,126
6,140,17,53,78,109
107,142,124,50,102,42
7,74,120,17,134,44
143,15,106,20,128,103
87,13,3,31,38,5
91,1,6,97,65,143
38,6,76,98,95,78
27,75,128,121,72,105
125,12,118,135,91,57
65,11,97,40,142,58
105,21,22,93,132,80
108,132,7,13,141,143
58,137,138,29,137,118
23,77,105,20,86,10
35,14,37,25,55,101
16,5,21,12,29,125
55,133,132,86,107,18
139,81,109,1,13,20
119,19,7,35,21,5
74,140,71,72,130,16
131,87,136,16,126,16
2160
